Company-Year,Sector,stock_FinancialYEnd,stock_FollowingQtrEnd,BasicEPS,total shareholder's equity,Basic avg shares,NetIncomeAvailShareholders,ESG Risk Exposure Score,ESG Risk Managed Score,Sustainalytics ESG Risk Classification
ENPH-2021,Information Technology,201.7799987792969,195.2400054931641,1.09,"430,168","134,025","145,449",40.983,11.367,5
ENPH-2022,Information Technology,210.2799987792969,167.4799957275391,2.94,"825,573","135,349","397,362",43.15,14.068,5
ENPH-2023,Information Technology,120.9800033569336,99.70999908447266,3.22,"983,624","136,376","438,936",38.871,16.371,5
EOG-2020,Energy,59.37989807128906,68.73814392089844,-1.04,"20,302,000","578,949","-605,000",66.633,20.884,8.833
EOG-2021,Energy,103.3659439086914,97.28312683105467,8.03,"22,180,000","581,000","4,664,000",67,28.037,7
EOG-2022,Energy,106.9279174804688,108.4229888916016,13.31,"24,779,000","583,000","7,759,000",63.1,26.913,7
EOG-2023,Energy,125.1127014160156,124.1583251953125,13.07,"28,090,000","581,000","7,594,000",63.875,29.177,7
EPAM-2020,Information Technology,396.6900024414063,510.9599914550781,5.87,"1,983,018","55,727","327,160",29.7,11.299,3
EPAM-2021,Information Technology,296.6099853515625,294.7799987792969,8.52,"2,487,117","56,511","481,652",29.7,11.2,3
EPAM-2022,Information Technology,299,224.75,7.32,"3,001,532","57,291","419,416",34.783,11.582,4.5
EPAM-2023,Information Technology,276.1600036621094,188.1100006103516,7.21,"3,470,891","57,829","417,083",38.167,11.227,5
EQR-2020,Real Estate,62.8884162902832,68.17317962646484,2.45,"10,525,651","371,791","910,546",26.75,11.569,3
EQR-2021,Real Estate,81.36146545410156,65.81304168701172,3.56,"10,954,948","373,833","1,329,760",25.946,13.768,3
EQR-2022,Real Estate,56.24427795410156,62.58880996704102,2.06,"11,173,439","376,209","773,821",25.4,14.318,3
EQR-2023,Real Estate,61.8307991027832,68.66499328613281,2.20,"11,085,828","378,773","832,348",26.442,14.657,3
EQT-2020,Energy,17.73714256286621,21.25020027160645,-3.71,"9,255,240","260,613","-958,799",69.458,31.551,7.167
EQT-2021,Energy,32.84903335571289,33.0300178527832,-3.58,"9,954,763","323,196","-1,142,747",70.5,31.641,7
EQT-2022,Energy,30.95889854431152,40.09303283691406,4.79,"11,172,474","370,048","1,770,965",69.533,32.402,7
EQT-2023,Energy,36.56961441040039,36.64871978759766,4.56,"14,773,200","380,902","1,735,232",69.2,33.334,7
ESS-2020,Real Estate,240.6640014648437,267.6092529296875,8.69,"6,000,410","65,454","568,870",25.9,9.979,3
ESS-2021,Real Estate,314.1942138671875,239.3041076660156,7.51,"5,993,603","65,051","488,554",25.883,11.788,3
ESS-2022,Real Estate,196.7602386474609,222.9516906738281,6.27,"5,716,372","65,080","408,315",25.95,12.592,3
ESS-2023,Real Estate,240.1156921386719,269.7605895996094,6.32,"5,422,746","64,252","405,825",26.233,13.673,3
ETR-2020,Utilities,86.57276916503906,87.64014434814453,6.94,"10,926,142","200,107","1,388,334",71.575,36.514,7
ETR-2021,Utilities,105.4751663208008,102.6925354003906,5.57,"11,637,284","200,942","1,118,492",68.45,35.221,7
ETR-2022,Utilities,100.9277801513672,92.14714813232422,5.40,"13,001,985","204,450","1,103,166",67.2,37.324,5.667
ETR-2023,Utilities,103.3641204833984,105.8665008544922,11.14,"14,657,647","211,570","2,356,536",63.575,35.551,5
ETSY-2020,Consumer Discretionary,201.6699981689453,205.8399963378907,2.88,"742,424","121,252","349,246",28.678,6.527,5
ETSY-2021,Consumer Discretionary,124.2799987792969,73.20999908447266,3.88,"628,619","127,225","493,507",29.329,9.137,5
ETSY-2022,Consumer Discretionary,111.3300018310547,84.61000061035156,-5.48,"-547,274","126,779","-694,288",34.6,12.258,5
ETSY-2023,Consumer Discretionary,68.72000122070312,58.97999954223633,2.51,"-543,715","122,503","307,568",36.342,14.64,5
EXPD-2020,Industrials,103.5621795654297,121.7473449707031,4.14,"2,659,637","168,333","696,140",30.9,12.037,3
EXPD-2021,Industrials,100.1261901855469,94.59381103515624,8.37,"3,494,426","169,145","1,415,492",30.9,12.559,3
EXPD-2022,Industrials,108.1708297729492,118.9859390258789,8.33,"3,110,021","163,010","1,357,399",31.083,14.898,3
EXPD-2023,Industrials,120.8359527587891,124.036506652832,5.05,"2,390,350","149,141","752,883",31.142,15.021,3
FANG-2020,Energy,62.23037338256836,79.95523071289062,-28.59,"8,794,000","157,976","-4,517,000",69.9,19.687,9
FANG-2021,Energy,118.5150833129883,105.2043762207031,12.35,"12,088,000","176,643","2,182,000",70.2,23.234,9
FANG-2022,Energy,124.7084579467773,123.7169418334961,24.61,"15,009,000","176,539","4,386,000",70.5,24.712,9
FANG-2023,Energy,192.9616088867188,198.2256927490234,17.34,"16,625,000","179,999","3,143,000",73.917,33.267,7.667
FAST-2020,Industrials,45.74352264404297,47.59542846679688,1.50,"2,733,200","573,800","859,100",30.267,7.582,5
FAST-2021,Industrials,55.22183227539063,46.66386032104492,1.61,"3,042,200","574,800","925,000",33.2,8.472,5
FAST-2022,Industrials,51.36244583129883,56.56275939941406,1.89,"3,163,200","573,800","1,086,900",35.125,8.873,5
FAST-2023,Industrials,75.83090209960938,62.12415313720703,2.02,"3,348,800","571,300","1,155,000",35.2,9.815,5
FCX-2020,Materials,31.38607788085937,35.37009429931641,0.41,"10,174,000","1,458,000","599,000",76.25,36.499,8.167
FCX-2021,Materials,47.71343231201172,28.16141128540039,2.96,"13,980,000","1,457,000","4,306,000",73.808,39.095,7
FCX-2022,Materials,39.93047332763672,39.17191314697266,2.43,"15,555,000","1,430,000","3,468,000",72.9,40.434,7
FCX-2023,Materials,46.57409286499024,48.3145866394043,1.29,"16,693,000","1,435,000","1,848,000",72.158,40.584,7
FSLR-2020,Information Technology,87.30000305175781,90.51000213623048,3.76,"5,520,928","105,867","398,355",50.908,29.503,5
FSLR-2021,Information Technology,83.73999786376953,68.12999725341797,4.41,"5,959,551","106,263","468,693",51.388,31.122,5
FSLR-2022,Information Technology,217.5,190.0899963378907,-0.41,"5,836,055","106,551","-44,166",50.287,31.297,3.5
FSLR-2023,Information Technology,168.8000030517578,225.4600067138672,7.78,"6,687,469","106,795","830,777",49.933,31.438,3
FTNT-2020,Information Technology,36.88399887084961,47.63800048828125,0.60,"856,000","821,000","488,500",31,9.547,5
FTNT-2021,Information Technology,68.3479995727539,56.58000183105469,0.74,"781,700","816,100","606,800",29.688,9.337,3.833
FTNT-2022,Information Technology,66.45999908447266,75.58999633789062,1.08,"-281,600","791,400","857,300",28.65,9.455,3
FTNT-2023,Information Technology,68.30999755859375,60.27000045776367,1.47,"-463,400","778,600","1,147,800",31.05,12.063,3
GD-2020,Industrials,166.4766845703125,173.8731842041016,11.04,"15,661,000","286,900","3,167,000",53.767,15.858,7
GD-2021,Industrials,226.9737548828125,209.3934631347656,11.61,"17,641,000","280,400","3,257,000",54.013,17.057,7
GD-2022,Industrials,219.5921173095703,208.1318054199219,12.31,"18,568,000","275,300","3,390,000",54.95,20.042,7
GD-2023,Industrials,278.228759765625,287.2803649902344,12.14,"21,299,000","273,143","3,315,000",55.262,19.933,7
GDDY-2020,Information Technology,77.62000274658203,86.95999908447266,-2.94,"-12,900","168,636","-495,100",36.55,12.299,5
GDDY-2021,Information Technology,83.69999694824219,69.55999755859375,1.44,"81,700","167,906","242,300",36.55,12.788,5
GDDY-2022,Information Technology,77.72000122070312,75.12999725341797,2.22,"-331,800","158,788","352,200",38.05,14.263,5
GDDY-2023,Information Technology,118.6800003051758,139.7100067138672,9.27,"62,200","148,296","1,374,800",38.462,15.41,5
GE-2020,Industrials,64.53648376464844,66.20728302001953,4.64,"35,552,000","1,094,125","5,230,000",69.262,23.162,9
GE-2021,Industrials,56.3949089050293,39.27748107910156,-6.16,"40,310,000","1,098,000","-6,573,000",69.3,26.25,9
GE-2022,Industrials,75.8039779663086,87.18395233154297,0.05,"33,696,000","1,096,000","51,000",67.65,26.977,9
GE-2023,Industrials,139.6027221679688,158.4195556640625,8.44,"27,378,000","1,089,000","9,186,000",67.629,27.426,8.833
GL-2020,Financials,93.65036010742188,92.49130249023438,6.90,"8,771,092","106,054","731,773",36,10.685,5
GL-2021,Financials,98.30946350097656,95.4446792602539,7.30,"8,642,806","102,049","1,031,114",35.854,14.123,5
GL-2022,Financials,108.3996505737305,108.4156875610352,7.55,"3,949,577","97,974","894,386",35.533,14.907,5
GL-2023,Financials,115.566032409668,81.86292266845703,10.21,"4,486,803","95,098","970,755",35.8,15.229,5
GM-2020,Consumer Discretionary,56.27980041503906,57.95467758178711,4.36,"45,030,000","1,433,000","6,247,000",51.725,20.952,6.667
GM-2021,Consumer Discretionary,42.84160232543945,31.10766410827637,6.78,"59,744,000","1,451,000","9,837,000",51.65,21.052,7
GM-2022,Consumer Discretionary,36.08871841430664,38.02679824829102,6.17,"67,792,000","1,445,000","8,915,000",51.65,20.77,7
GM-2023,Consumer Discretionary,45.09709167480469,46.33776092529297,7.35,"64,286,000","1,364,000","10,022,000",54.375,25.831,5
GNRC-2020,Industrials,327.4500122070312,415.1499938964844,5.61,"1,390,293","62,281","349,329",40.8,9.558,6
GNRC-2021,Industrials,297.260009765625,210.5800018310547,8.51,"2,213,774","62,686","533,392",40.55,9.76,7
GNRC-2022,Industrials,108.0100021362305,149.1300048828125,5.55,"2,257,381","63,117","350,267",39.908,12.825,5.167
GNRC-2023,Industrials,126.1399993896484,132.2200012207031,3.31,"2,340,252","61,265","203,089",39.617,14.122,5
GOOG-2020,Communication Services,103.3139343261719,125.1735610961914,2.96,"222,544,000","13,616,314","40,269,000",42.067,15.271,5
GOOG-2021,Communication Services,139.4907684326172,109.248176574707,5.69,"251,635,000","13,352,994","76,033,000",36.7,14.062,5
GOOG-2022,Communication Services,103.8817901611328,120.8324966430664,4.59,"256,144,000","13,063,000","59,972,000",39.892,15.847,5
GOOG-2023,Communication Services,152.0869293212891,183.2115173339844,5.84,"283,379,000","12,630,000","73,795,000",40.542,16.168,5
GOOGL-2020,Communication Services,103.0077819824219,121.9495391845703,2.96,"222,544,000","13,616,314","40,269,000",42.067,15.271,5
GOOGL-2021,Communication Services,138.9080810546875,108.8380813598633,5.69,"251,635,000","13,352,994","76,033,000",36.7,14.062,5
GOOGL-2022,Communication Services,103.6110916137695,119.5627746582031,4.59,"256,144,000","13,063,000","59,972,000",39.892,15.847,5
GOOGL-2023,Communication Services,150.7569732666016,181.9411773681641,5.84,"283,379,000","12,630,000","73,795,000",40.542,16.168,5
GRMN-2020,Consumer Discretionary,121.1465682983398,133.5360717773438,5.19,"5,516,116","191,085","992,324",31.617,10.959,4.5
GRMN-2021,Consumer Discretionary,110.9978103637695,92.50896453857422,5.63,"6,114,159","192,180","1,082,200",32.2,12.763,3
GRMN-2022,Consumer Discretionary,97.27035522460938,101.2892608642578,5.06,"6,204,340","192,544","973,585",31.563,12.905,3
GRMN-2023,Consumer Discretionary,147.4409942626953,162.154052734375,6.74,"7,012,060","191,397","1,289,636",32.85,13.475,3.833
HAL-2020,Energy,20.41911697387696,22.04171180725098,-3.34,"4,974,000","881,000","-2,945,000",50.9,22.94,5.727
HAL-2021,Energy,36.32709121704102,30.19037246704102,1.63,"6,713,000","892,000","1,457,000",49.621,24.551,5
HAL-2022,Energy,30.77321434020996,32.22491073608398,1.74,"7,948,000","904,000","1,572,000",47.525,22.938,5
HAL-2023,Energy,39.03260803222656,33.61045074462891,2.93,"9,391,000","899,000","2,638,000",47.45,21.778,5
HES-2020,Energy,67.71784210205078,83.85916900634766,-10.08,"5,366,000","306,980","-3,093,000",78.658,48.153,6.167
HES-2021,Energy,103.7839202880859,103.111457824707,1.80,"6,300,000","309,745","559,000",78.017,48.479,5
HES-2022,Energy,129.9560546875,133.939208984375,7.26,"7,855,000","306,177","2,096,000",77.85,45.844,7
HES-2023,Energy,151.7325134277344,147.0705261230469,4.50,"8,986,000","307,158","1,382,000",79.033,45.126,7
HIG-2020,Financials,61.74748992919922,57.68043899536133,4.79,"18,556,000","358,300","1,716,000",40.005,19.595,4.818
HIG-2021,Financials,67.93096160888672,62.23432540893555,7.00,"17,843,000","334,926","2,350,000",40.5,22.262,3
HIG-2022,Financials,67.41373443603516,70.05253601074219,5.69,"13,676,000","315,111","1,798,000",40.25,23.957,3
HIG-2023,Financials,102.0787582397461,100.0832214355469,8.09,"15,327,000","307,100","2,483,000",40.375,23.979,3
HLT-2020,Consumer Discretionary,119.8503952026367,119.5530548095703,-2.58,"-1,490,000","277,000","-715,000",42.55,22.342,4.333
HLT-2021,Consumer Discretionary,150.3977813720703,110.4542541503906,1.47,"-821,000","279,000","410,000",42.55,22.73,3
HLT-2022,Consumer Discretionary,140.1011962890625,144.9057922363281,4.56,"-1,102,000","275,000","1,255,000",39.55,21.498,3
HLT-2023,Consumer Discretionary,212.9929351806641,218.0399932861328,4.36,"-2,360,000","262,000","1,141,000",38.925,21.325,3
HON-2020,Industrials,202.390625,205.4217376708984,6.79,"17,549,000","704,100","4,779,000",59.792,26.148,7
HON-2021,Industrials,184.5216217041016,165.7328491210938,8.01,"18,569,000","692,300","5,542,000",59.413,28.796,6.833
HON-2022,Industrials,184.989486694336,201.9078826904297,7.33,"16,697,000","677,100","4,966,000",58.304,29.19,5
HON-2023,Industrials,203.0529327392578,212.4153442382812,8.53,"15,856,000","663,000","5,658,000",58.6,29.844,5
HST-2020,Real Estate,15.17636013031006,15.39252376556396,-1.04,"6,321,000","705,900","-732,000",25.875,11.407,3
HST-2021,Real Estate,17.50010299682617,14.14398097991943,-0.02,"6,441,000","710,300","-11,000",25.675,11.338,3
HST-2022,Real Estate,15.34930038452148,15.78597736358643,0.89,"6,710,000","714,700","633,000",25.4,11.553,3
HST-2023,Real Estate,20.24869728088379,17.78044319152832,1.04,"6,633,000","709,700","740,000",28.325,14.747,3
HSY-2020,Consumer Staples,147.2204284667969,162.9985504150391,6.30,"2,234,352","208,446","1,278,708",50.8,25.018,5
HSY-2021,Consumer Staples,205.7352905273437,205.2517700195312,7.34,"2,757,229","206,734","1,477,512",53.412,27.822,5
HSY-2022,Consumer Staples,245.9944000244141,242.4981231689453,8.22,"3,299,544","205,535","1,644,817",53.288,26.563,5
HSY-2023,Consumer Staples,191.8283233642578,182.6039276123047,9.31,"4,099,086","204,738","1,861,787",53.113,27.621,5
IFF-2020,Materials,126.0394287109375,135.6433715820312,3.25,"6,310,000","112,162","365,000",52.75,28.256,5
IFF-2021,Materials,121.2466583251953,110.6672821044922,1.11,"21,082,000","243,000","268,000",52.017,28.208,5
IFF-2022,Materials,87.4118423461914,76.39893341064453,-7.21,"17,655,000","255,000","-1,868,000",50.4,27.835,5
IFF-2023,Materials,85.22417449951172,94.8139877319336,-10.05,"14,611,000","255,000","-2,565,000",49.325,26.637,5
INTC-2020,Information Technology,57.85762023925781,51.06003952026367,4.98,"81,038,000","4,199,000","20,899,000",47.354,31.574,3
INTC-2021,Information Technology,45.96523284912109,34.96082305908203,4.89,"95,391,000","4,059,000","19,868,000",46.883,30.084,3
INTC-2022,Information Technology,31.50295639038086,32.63835525512695,1.95,"101,423,000","4,108,000","8,014,000",47.4,30.441,3
INTC-2023,Information Technology,43.58625411987305,30.65028381347656,0.40,"105,590,000","4,190,000","1,689,000",48.346,29.669,3
IP-2020,Materials,43.72671890258789,50.10427856445312,1.23,"7,854,000","391,870","482,000",44.125,18.42,5
IP-2021,Materials,40.87519073486328,37.42099761962891,4.50,"9,082,000","389,333","1,752,000",44.525,19.663,5
IP-2022,Materials,33.34357452392578,29.76456642150879,4.14,"8,497,000","363,285","1,504,000",44.642,20.727,5
IP-2023,Materials,38.0909423828125,42.67545318603516,0.83,"8,355,000","346,900","288,000",45.25,21.102,5
IPG-2020,Communication Services,25.71865653991699,28.91577339172364,0.90,"2,895,000","389,400","351,100",27.25,11.301,3
IPG-2021,Communication Services,32.29568481445312,25.27596855163575,2.42,"3,526,000","393,000","952,800",26.95,11.382,3
IPG-2022,Communication Services,35.15933609008789,36.74129486083984,2.40,"3,614,600","391,500","938,000",26.638,12.544,3
IPG-2023,Communication Services,31.94700813293457,28.78033256530762,2.86,"3,942,600","384,100","1,098,400",26.067,15.824,2.667
IRM-2020,Real Estate,31.46578025817871,36.59234619140625,1.19,"1,136,729","288,183","342,693",28.2,12.549,3
IRM-2021,Real Estate,49.82786178588867,44.3278694152832,1.56,"855,952","289,457","450,219",28.35,13.231,3
IRM-2022,Real Estate,49.90802764892578,54.23355484008789,1.92,"636,668","290,812","556,981",29.213,14.479,3
IRM-2023,Real Estate,78.97158813476562,88.95819091796875,0.63,"211,648","291,936","184,234",29.438,15.036,3
JNPR-2020,Information Technology,22.96407890319824,25.00697326660156,0.78,"4,543,500","330,400","257,800",29.3,13.128,3
JNPR-2021,Information Technology,34.68619918823242,26.7664852142334,0.78,"4,316,900","324,400","252,700",29.775,13.387,3
JNPR-2022,Information Technology,33.00082015991211,30.25362586975098,1.46,"4,475,100","322,100","471,000",32.225,15.438,3
JNPR-2023,Information Technology,36.61272811889648,36.23512649536133,0.97,"4,492,700","320,000","310,200",32.879,17.841,3
K-2020,Consumer Staples,52.27577972412109,53.65637588500977,3.65,"3,112,000","343,000","1,251,000",52.125,26.222,5
K-2021,Consumer Staples,55.27502059936523,61.69098663330078,4.36,"3,720,000","341,000","1,488,000",52.113,25.176,5
K-2022,Consumer Staples,59.34658050537109,60.26322174072266,2.81,"3,941,000","341,000","960,000",53.079,25.797,5
K-2023,Consumer Staples,56.19183731079102,57.14468765258789,2.78,"3,175,000","342,086","951,000",54.7,26.597,5
KDP-2020,Consumer Staples,31.56476593017578,32.65765762329102,0.94,"23,829,000","1,407,200","1,325,000",38.736,13.57,5
KDP-2021,Consumer Staples,35.50378799438477,33.48562622070312,1.52,"24,972,000","1,415,700","2,146,000",39.342,16.403,5
KDP-2022,Consumer Staples,33.7429084777832,30.24686622619629,1.01,"25,126,000","1,416,800","1,436,000",40.679,18.831,5
KDP-2023,Consumer Staples,30.06386184692383,33.18953704833984,1.56,"25,676,000","1,399,300","2,181,000",44.75,21.383,5
KEY-2020,Financials,16.84982109069824,17.57630348205566,1.28,"17,981,000","967,783","1,237,000",38.95,14.213,5
KEY-2021,Financials,19.53940200805664,15.15991497039795,2.65,"17,423,000","947,065","2,519,000",39.05,15.083,5
KEY-2022,Financials,11.36610317230225,8.483328819274902,1.94,"13,454,000","924,363","1,799,000",40.15,16.957,5
KEY-2023,Financials,15.36180114746094,14.008544921875,0.89,"14,637,000","927,217","824,000",40.292,18.373,5
KHC-2020,Consumer Staples,34.42004013061523,35.45012664794922,0.29,"50,103,000","1,223,000","356,000",55.317,22.762,7
KHC-2021,Consumer Staples,35.33619689941406,34.57709503173828,0.83,"49,298,000","1,224,000","1,012,000",57.454,23.122,7
KHC-2022,Consumer Staples,36.15177536010742,33.53829574584961,1.93,"48,678,000","1,226,000","2,363,000",58.158,22.991,7
KHC-2023,Consumer Staples,36.06155395507812,31.8482666015625,2.33,"49,526,000","1,227,000","2,855,000",57.75,23.389,7
KIM-2020,Real Estate,16.19684982299805,18.16848564147949,2.26,"5,608,044","429,950","971,230",26.85,12.876,3
KIM-2021,Real Estate,22.0192813873291,17.76689529418945,1.61,"9,899,389","506,248","815,601",26.85,13.47,3
KIM-2022,Real Estate,18.0749340057373,18.46626281738281,0.16,"9,515,508","615,528","98,576",26.275,13.622,3
KIM-2023,Real Estate,19.12984848022461,19.2178840637207,1.02,"9,525,465","616,947","628,756",26.037,14.194,3
KMB-2020,Consumer Staples,122.6248245239258,119.0167846679688,6.90,"626,000","340,870","2,352,000",40.867,18.902,5
KMB-2021,Consumer Staples,112.3661499023438,124.4170303344727,5.38,"514,000","336,800","1,814,000",41.467,19.498,5
KMB-2022,Consumer Staples,126.8883361816406,131.7745819091797,5.73,"547,000","337,522","1,934,000",42.7,20.61,5
KMB-2023,Consumer Staples,126.9450149536133,136.9693145751953,5.22,"915,000","337,800","1,764,000",43.825,19.118,5
KMI-2020,Energy,13.14492607116699,14.65467834472656,0.05,"31,436,000","2,263,000","106,000",44.692,22.98,4.167
KMI-2021,Energy,15.92464256286621,14.3354959487915,0.78,"30,823,000","2,266,000","1,770,000",43.938,25.924,3
KMI-2022,Energy,15.68193435668945,15.65544605255127,1.12,"30,742,000","2,258,000","2,535,000",46.688,27.868,3
KMI-2023,Energy,17.52751350402832,19.30424690246582,1.06,"30,306,000","2,234,000","2,377,000",48.004,28.822,3
KO-2020,Consumer Staples,47.36347961425781,49.02616882324219,1.80,"19,299,000","4,295,000","7,747,000",44.627,19.207,5
KO-2021,Consumer Staples,57.467529296875,58.75736999511719,2.26,"22,999,000","4,315,000","9,771,000",44.562,20.088,5
KO-2022,Consumer Staples,59.19635391235352,57.90986251831055,2.20,"24,105,000","4,328,000","9,542,000",43.55,21.002,5
KO-2023,Consumer Staples,60.22719955444336,63.15991973876953,2.48,"25,941,000","4,323,000","10,714,000",45.175,22.718,5
LDOS-2020,Industrials,91.58440399169922,96.5160903930664,4.42,"3,862,000","142,000","628,000",35.05,14.668,5
LDOS-2021,Industrials,104.2505340576172,97.5399932861328,5.34,"4,291,000","141,000","753,000",35.25,21.328,3
LDOS-2022,Industrials,90.13961791992188,86.97379302978516,5.00,"4,299,000","137,000","685,000",33.825,21.668,3
LDOS-2023,Industrials,130.3564910888672,145.4954528808594,1.45,"4,201,000","137,000","199,000",35.2,21.564,3
LHX-2020,Industrials,188.3891448974609,201.9880981445312,5.23,"20,724,000","214,000","1,119,000",55.979,17.078,7
LHX-2021,Industrials,235.3900604248047,229.9844360351562,9.17,"19,213,000","201,300","1,846,000",54.467,20.412,6
LHX-2022,Industrials,189.4814147949219,190.0697021484375,5.54,"18,523,000","191,800","1,062,000",52.642,24.48,5
LHX-2023,Industrials,210.868667602539,223.4306030273437,6.47,"18,765,000","189,600","1,227,000",51.513,28.685,5
LNT-2020,Utilities,47.93693542480469,49.76251983642578,2.47,"5,688,000","248,400","614,000",63.987,31.338,6.167
LNT-2021,Utilities,56.95676422119141,53.81989288330078,2.63,"5,990,000","250,200","659,000",61.45,35.214,5
LNT-2022,Utilities,50.16770935058594,49.71725082397461,2.73,"6,276,000","250,900","686,000",55.55,33.435,5
LNT-2023,Utilities,49.00244903564453,49.97625732421875,2.78,"6,777,000","253,000","703,000",55.542,34.158,5
LYB-2020,Materials,83.73731231689453,83.61460876464844,4.24,"7,971,000","334,000","1,417,000",43.2,17.17,5
LYB-2021,Materials,86.40230560302734,74.33641815185547,16.77,"11,858,000","334,000","5,596,000",43.35,16.873,5
LYB-2022,Materials,86.78114318847656,85.92378997802734,11.84,"12,615,000","327,000","3,872,000",44.258,19.325,5
LYB-2023,Materials,99.6436996459961,94.37068176269533,6.48,"12,930,000","325,000","2,107,000",41.138,19.37,5
LYV-2020,Communication Services,84.6500015258789,87.58999633789062,-8.12,"-471,772","212,271","-1,723,355",23.4,6.88,3
LYV-2021,Communication Services,117.6399993896484,82.58000183105469,-3.09,"-582,651","217,191","-670,675",24,8.044,3
LYV-2022,Communication Services,70,91.11000061035156,0.66,"-367,569","224,810","149,216",29.125,8.242,4.5
LYV-2023,Communication Services,105.7699966430664,93.73999786376952,1.38,"-17,148","228,628","315,842",29.7,8.147,5
MAA-2020,Real Estate,127.6720809936523,150.1683197021484,2.20,"5,887,030","114,188","250,936",27.05,8.313,3
MAA-2021,Real Estate,190.1155242919922,159.3460235595703,4.62,"5,995,362","114,717","529,564",27.125,9.44,3
MAA-2022,Real Estate,140.7603607177734,142.7691040039062,5.49,"6,025,760","115,344","633,310",27.35,12.808,3
MAA-2023,Real Estate,127.3270034790039,139.5477447509766,4.71,"6,113,238","116,521","548,894",27.838,14.375,3
MAS-2020,Industrials,55.9501953125,55.16538619995117,4.74,"195,000","258,200","1,215,000",34.05,13.842,3.667
MAS-2021,Industrials,48.29769134521485,48.16371917724609,1.70,"-179,000","241,200","406,000",35.417,11.415,4.5
MAS-2022,Industrials,48.11033630371094,55.82349014282227,3.75,"-480,000","225,300","842,000",36.7,11.987,5
MAS-2023,Industrials,77.94398498535156,66.13816833496094,4.03,"-126,000","225,000","908,000",37.888,15.178,5
MCD-2020,Consumer Discretionary,207.0482177734375,214.688720703125,6.35,"-7,824,900","745,400","4,730,500",40.55,16.075,5
MCD-2021,Consumer Discretionary,233.6535949707031,234.5733489990234,10.13,"-4,601,000","744,800","7,545,200",40.55,16.696,5
MCD-2022,Consumer Discretionary,270.1192321777344,289.9456176757812,8.45,"-6,003,400","731,300","6,177,400",41.162,16.654,5
MCD-2023,Consumer Discretionary,278.5464477539062,253.1961212158203,11.63,"-4,706,700","727,900","8,468,800",41.45,16.705,5
MDLZ-2020,Consumer Staples,54.00688171386719,57.91788864135742,2.48,"27,578,000","1,431,000","3,555,000",53.833,28.199,5
MDLZ-2021,Consumer Staples,59.18819427490234,58.86438369750977,3.06,"28,269,000","1,403,000","4,300,000",52.983,29.713,5
MDLZ-2022,Consumer Staples,67.30583953857422,70.80169677734375,1.97,"26,883,000","1,378,000","2,717,000",54.567,31.355,5
MDLZ-2023,Consumer Staples,69.1312484741211,65.02240753173828,3.64,"28,332,000","1,363,000","4,959,000",54.75,32.572,5
MET-2020,Financials,53.99658966064453,53.66162109375,5.81,"74,558,000","892,911","5,191,000",43.45,21.231,4.5
MET-2021,Financials,64.4560775756836,57.9902229309082,7.70,"67,482,000","825,540","6,654,000",42.762,25.309,3
MET-2022,Financials,54.70838165283203,53.76219940185547,3.02,"29,881,000","779,098","5,099,000",40.858,25.836,3
MET-2023,Financials,72.37235260009766,69.08901977539062,1.81,"30,015,000","762,431","1,380,000",42.6,26.157,3
META-2020,Communication Services,293.9259948730469,346.9969482421875,10.22,"128,290,000","2,851,000","29,146,000",44.6,12.894,7
META-2021,Communication Services,221.9040069580078,160.9193115234375,13.99,"124,879,000","2,815,000","39,370,000",41.912,13.306,5.667
META-2022,Communication Services,211.50537109375,286.3914794921875,8.63,"125,713,000","2,687,000","23,200,000",46.35,13.24,7
META-2023,Communication Services,484.5841979980469,503.7198791503906,15.19,"153,168,000","2,574,000","39,098,000",47.775,13.502,7
MGM-2020,Consumer Discretionary,37.9662971496582,42.62677383422852,-2.02,"6,504,726","494,152","-997,204",38.45,13.062,5
MGM-2021,Consumer Discretionary,41.92589569091797,28.94257736206055,2.44,"6,070,645","481,930","1,176,072",40.475,12.96,5
MGM-2022,Consumer Discretionary,44.41999816894531,43.91999816894531,3.52,"4,831,529","409,201","1,441,205",39.825,13.92,5
MGM-2023,Consumer Discretionary,47.20999908447266,44.43999862670898,3.22,"3,811,170","354,926","1,144,308",39.35,14.272,5
MHK-2020,Consumer Discretionary,192.3099975585937,192.1900024414062,7.24,"8,534,316","71,214","515,595",22.712,7.915,3
MHK-2021,Consumer Discretionary,124.1999969482422,124.0899963378906,15.01,"8,421,425","68,852","1,033,159",22.45,8.203,3
MHK-2022,Consumer Discretionary,100.2200012207031,103.1600036621094,0.40,"8,011,509","63,826","25,247",22.325,8.388,3
MHK-2023,Consumer Discretionary,130.8899993896484,113.5899963378906,-6.90,"7,623,071","63,657","-439,516",22.625,8.541,3
MLM-2020,Materials,328.2848205566406,344.4999084472656,11.56,"5,890,700","62,300","720,400",45.95,13.55,7
MLM-2021,Materials,378.6274719238281,294.83740234375,11.26,"6,535,300","62,400","701,800",46.212,14.576,7
MLM-2022,Materials,351.7685546875,458.2422485351562,13.91,"7,170,500","62,300","856,300",47.079,14.881,7
MLM-2023,Materials,612.3604736328125,541.09912109375,18.88,"8,033,200","61,900","1,199,800",46.458,15.714,7
MMM-2020,Industrials,137.9899139404297,143.4232635498047,9.32,"12,867,000","577,600","5,449,000",60.5,25.836,7
MMM-2021,Industrials,110.0064163208008,96.54450225830078,10.23,"15,046,000","579,000","5,921,000",60.8,25.862,7
