,Company,Year,SECTOR,Sector,stock_FinancialYEnd,stock_FollowingQtrEnd,BasicEPS,total shareholder's equity,Basic avg shares,profit,ESG_Exposure,ESG_Managed,ESG_Class,BVE,ESG_Index
715,WAT,2023,5,Health Care,344.2300109863281,290.1199951171875,10.87,1150341,59076,642234,28.95,13.645,3.0,19.47222222222222,-1.4968161917614284
716,WEC,2020,10,Utilities,83.35799407958984,79.85563659667969,3.8,10500100,315400,1199900,60.3,27.602,7.0,33.29137603043754,2.5488264911431306
717,WEC,2021,10,Utilities,91.57994842529295,93.07803344726562,4.12,10943600,315400,1300300,58.112,26.948,6.5,34.69752694990488,2.2113129346672196
718,WEC,2022,10,Utilities,89.63709259033203,84.14686584472656,4.46,11407300,315400,1408100,51.55,24.07,5.0,36.16772352568167,1.1338109929931801
719,WEC,2023,10,Utilities,80.4509506225586,77.69312286376953,4.22,11754600,315400,1331700,54.117,26.71,5.0,37.26886493341788,1.4558934413193103
720,WELL,2020,9,Real Estate,64.46551513671875,75.46353912353516,2.36,15972719,415451,978844,27.55,12.885,3.0,38.44669768516624,-1.624185646429875
721,WELL,2021,9,Real Estate,89.29673767089844,77.04573822021484,0.79,17636001,424976,336138,27.721,16.167,3.0,41.498816403749856,-1.3820923837826056
722,WELL,2022,9,Real Estate,68.67591857910156,78.12564086914062,0.31,20294814,462185,141214,27.9,15.893,3.0,43.910585588022116,-1.3921726603621207
723,WELL,2023,9,Real Estate,92.26415252685548,103.6086883544922,0.66,25404376,515629,340094,29.6,16.738,3.0,49.26871064272956,-1.2430401672836993
724,WST,2020,5,Health Care,279.3973083496094,356.2658386230469,4.68,1854500,73900,346200,28.45,9.301,3.0,25.094722598105548,-1.8315917119650549
725,WST,2021,5,Health Care,408.0519104003906,300.5555419921875,8.89,2335400,74400,661800,28.45,9.15,3.0,31.38978494623656,-1.8423176750532368
726,WST,2022,5,Health Care,345.0601196289062,381.1878662109375,7.87,2684900,74400,585900,28.533,9.682,3.0,36.08736559139785,-1.800177538194982
727,WST,2023,5,Health Care,395.0216674804688,328.9946899414062,7.98,2881000,74300,593400,28.525,9.818,3.0,38.77523553162853,-1.790936407985301
728,WTW,2020,4,Financials,217.9721984863281,219.722885131836,7.68,10820000,130000,996000,35.65,13.422,5.0,83.23076923076923,-0.4559849516805554
729,WTW,2021,4,Financials,227.8241424560547,191.0177764892578,32.88,13260000,128000,4222000,35.65,14.788,5.0,103.59375,-0.3589540538099812
730,WTW,2022,4,Financials,227.4789428710937,231.376693725586,9.0,10016000,112000,1009000,34.892,15.936,3.5,89.42857142857143,-0.8462466024897931
731,WTW,2023,4,Financials,273.2035827636719,261.2662963867188,10.01,9520000,105000,1055000,34.817,16.033,3.0,90.66666666666667,-1.0196563354002213
732,WY,2020,9,Real Estate,30.45541572570801,29.59599113464355,1.07,8731000,746931,797000,37.9,18.644,3.0,11.689165398142533,-0.672586419505951
733,WY,2021,9,Real Estate,33.50717544555664,30.47076606750488,3.48,10767000,749496,2607000,38.655,21.238,3.0,14.365653719299369,-0.4487519606104007
734,WY,2022,9,Real Estate,28.15187263488769,32.35020446777344,2.53,10749000,741904,1880000,38.929,21.414,3.0,14.488397420690548,-0.42188778573387586
735,WY,2023,9,Real Estate,35.31162261962891,28.19894981384277,1.15,10236000,731654,839000,39.538,22.678,3.0,13.990219420655118,-0.3001799938371477
736,WYNN,2020,2,Consumer Discretionary,123.7798690795898,120.7488174438477,-19.37,-351997,106745,-2067245,38.0,11.178,5.0,-3.297550236545037,-0.49220162492666597
737,WYNN,2021,2,Consumer Discretionary,78.72862243652344,56.25729751586914,-6.64,-214418,113760,-755786,38.45,11.252,5.0,-1.8848277074542896,-0.4633573257568538
738,WYNN,2022,2,Consumer Discretionary,110.490592956543,104.2704925537109,-3.73,-750838,113623,-423856,39.288,12.756,5.0,-6.608151518618589,-0.312598042115839
739,WYNN,2023,2,Consumer Discretionary,101.7257232666016,89.26959228515625,6.49,-251382,112523,729994,39.133,13.149,5.0,-2.2340499275703634,-0.2928068346589294
740,XYL,2020,6,Industrials,100.9679641723633,115.4827575683594,1.41,2968000,180100,254000,46.55,28.975,3.0,16.479733481399222,0.5146653610195664
741,XYL,2021,6,Industrials,82.62669372558594,76.0158920288086,2.37,3218000,180200,427000,46.658,30.308,3.0,17.85793562708102,0.6150132623044311
742,XYL,2022,6,Industrials,102.7862548828125,110.9026031494141,1.97,3494000,180200,355000,46.963,31.024,3.0,19.38956714761376,0.6818601279170539
743,XYL,2023,6,Industrials,128.5278472900391,135.2760620117188,2.81,10166000,217000,609000,47.55,29.562,3.0,46.8479262672811,0.6087791366760706
744,YUM,2020,2,Consumer Discretionary,101.4533462524414,108.3944473266602,2.99,-7891000,302000,904000,35.423,17.39,3.0,-26.129139072847682,-0.8914997392132488
745,YUM,2021,2,Consumer Discretionary,113.0230941772461,108.7388076782227,5.3,-8373000,297000,1575000,39.2,17.686,5.0,-28.19191919191919,0.032981259361625256
746,YUM,2022,2,Consumer Discretionary,128.3643646240234,135.2721405029297,4.63,-8876000,286000,1325000,40.233,19.366,5.0,-31.034965034965033,0.20646373679626281
747,YUM,2023,2,Consumer Discretionary,137.2849273681641,131.812255859375,5.68,-7858000,281000,1597000,40.425,20.095,5.0,-27.964412811387902,0.26831085422161133
748,ZBH,2020,5,Health Care,151.3379211425781,152.2689514160156,-0.67,12194200,207000,-138900,49.683,15.613,7.0,58.909178743961355,1.140697028035963
749,ZBH,2021,5,Health Care,125.3506698608398,103.1635437011719,1.93,12660700,208600,401600,49.217,17.106,6.333,60.693672099712366,0.9870468278256355
750,ZBH,2022,5,Health Care,127.6807327270508,144.1624755859375,1.1,12020300,209600,231400,48.504,20.749,5.0,57.348759541984734,0.7382471875603097
751,ZBH,2023,5,Health Care,131.4401397705078,108.2893142700195,4.91,12480500,208700,1024000,48.8,22.318,5.0,59.80114997604217,0.8652133323523825
752,ZBRA,2020,7,Information Technology,485.1799926757813,529.489990234375,9.43,2144000,53441,504000,22.65,8.405,3.0,40.119009749069065,-2.19925855777269
753,ZBRA,2021,7,Information Technology,413.7000122070313,293.9500122070312,15.66,2984000,53446,837000,22.162,9.012,3.0,55.83205478426823,-2.18172133806184
754,ZBRA,2022,7,Information Technology,318.0,295.8299865722656,8.86,2733000,52208,463000,21.85,9.305,3.0,52.34829911124732,-2.1772629621020383
755,ZBRA,2023,7,Information Technology,301.4400024414062,308.9299926757812,5.75,3036000,51378,296000,21.5,9.389,3.0,59.09143991591732,-2.1896423199005284
